,link
1173,https://www.thenews.com.pk/latest/719417-gigi-hadid-blessed-with-a-baby-girl-with-zayn-malik
1174,https://www.dawn.com/news/920262/abortion-has-become-primary-family-planning-method
1175,https://www.thenews.com.pk/print/686830-boy-reunited-with-family
1176,https://www.thenews.com.pk/print/401921-zero-tolerance-for-violence-against-women-minister
1177,https://www.thenews.com.pk/print/730038-woman-remanded-in-custody-for-blackmailing-ex-boyfriend
1178,https://www.dawn.com/news/1352104
1179,https://www.thenews.com.pk/latest/448677-two-women-lose-their-lives-in-the-name-of-honour-in-toba-tek-singh
1180,https://www.thenews.com.pk/print/714180-civil-society-protests-motorway-rape-incident
1181,https://www.thenews.com.pk/print/501144-1-430-policemen-martyred-in-kp-since-2000
1182,https://www.dawn.com/news/1563482
1183,https://www.thenews.com.pk/tns/detail/621154-marrying-young
1184,https://www.thenews.com.pk/print/720285-girl-commits-suicide-after-threats-over-harassment-case
1185,https://www.thenews.com.pk/print/274166-dr-sahar-ansari-found-guilty-of-sexually-harassing-fellow-ku-professor
1186,https://www.dawn.com/news/1203089
1187,https://www.thenews.com.pk/print/723403-pakistani-cop-wins-best-police-officer-of-asia-award-by-un
1188,https://www.thenews.com.pk/latest/636217-iron-man-actor-keith-middlebrook-arrested-for-allegedly-selling-fake-coronavirus-drugs
1189,https://www.dawn.com/news/1357435
1190,https://www.dawn.com/news/1522583
1191,https://www.thenews.com.pk/print/666067-man-arrested-for-child-abuse
1192,https://www.thenews.com.pk/latest/751090-dsp-aneela-naz-becomes-first-woman-traffic-police-officer-in-peshawar
1193,https://www.thenews.com.pk/print/657590-mother-of-gang-raped-victim-appeals-to-pm-for-justice
1194,https://www.dawn.com/news/1442628/police-constable-sentenced-to-death-for-sexually-abusing-children-in-quetta
1195,https://www.dawn.com/news/1263920
1196,https://www.dawn.com/news/1464936
1197,https://www.thenews.com.pk/print/592794-nz-sweat-on-williamson-nicholls-santner-as-bug-hits-team
1198,https://www.dawn.com/news/1452696
1199,https://www.thenews.com.pk/tns/detail/559262-child-abuse-breaking-the-silence
1200,https://www.thenews.com.pk/print/741757-underage-marriage-case
1201,https://www.dawn.com/news/1550904/youngster-held-for-assaulting-minor-boy
1202,https://www.dawn.com/news/1472645
1203,https://www.thenews.com.pk/print/711973-reduced-crowds-unlikely-to-lower-covid-spread-risk
1204,https://www.dawn.com/news/1418962/indias-supreme-court-upholds-death-sentences-of-2012-delhi-gang-rape-convicts
1205,https://www.thenews.com.pk/print/400735-event-to-highlight-violence-against-women
1206,https://www.dawn.com/news/1439587
1207,https://www.dawn.com/news/1398648
1208,https://www.dawn.com/news/1493364
1209,https://images.dawn.com/news/1185241
1210,https://www.dawn.com/news/1491485
1211,https://www.thenews.com.pk/latest/335700-bilawal-dodges-harrassment/
1212,https://www.dawn.com/news/1371109
1213,https://www.thenews.com.pk/print/730529-father-held-for-killing-daughter-for-honour
1214,https://www.dawn.com/news/1478348/16-year-old-girl-allegedly-kidnapped-from-outside-jpmc-in-karachi-police
1215,https://www.dawn.com/news/1421360
1216,https://www.thenews.com.pk/print/620385-missing-boy-killed-by-lions-in-safari-park
1217,http://herald.dawn.com/news/1153698
1218,https://www.dawn.com/news/1519916
1219,https://www.dawn.com/news/1370114/boy-seriously-injured-in-firing-by-indian-forces
1220,https://www.thenews.com.pk/print/720814-two-remanded-in-marwah-rape-murder-case
1221,https://www.thenews.com.pk/print/676182-girl-martyred-2-civilians-injured-in-indian-firing-at-loc
1222,https://www.dawn.com/news/1576123/alleged-killer-of-11-family-members-in-pannu-aqil-turns-out-to-be-religious-fanatic
1223,https://www.thenews.com.pk/latest/222288-Multan-couple-slain-at-wedding-in-honour-killing-police
1224,https://www.dawn.com/news/1492152
1225,https://www.dawn.com/news/1457784/steps-urged-to-control-gender-based-violence
1226,https://www.thenews.com.pk/print/199600-Discussion-highlights-need-to-understand-gravity-of-gender-based-violence
1227,https://www.thenews.com.pk/print/396505-sc-seeks-report-on-honour-killing-in-jhelum
1228,https://www.dawn.com/news/1589929/peshawar-varsity-girl-students-protest-harassment-by-teachers
1229,https://www.thenews.com.pk/tns/detail/561400-killed
1230,https://www.thenews.com.pk/print/727792-boy-crushed-to-death
1231,https://www.thenews.com.pk/archive/print/442604-musharraf%E2%80%99s-adviser-accuses-lawyer-of-blackmail
1232,https://www.dawn.com/news/1586169
1233,https://www.thenews.com.pk/writer/senator-rehman-malik
1234,https://www.dawn.com/news/1220389/pushed-into-a-corner
1235,https://www.thenews.com.pk/print/713007-child-abuse
1236,https://www.thenews.com.pk/print/671793-business-mafia-cannot-blackmail-govt-icci
1237,https://www.dawn.com/news/1547801
1238,https://www.dawn.com/news/1557189
1239,https://www.thenews.com.pk/print/539208-cjp-directs-high-courts-to-establish-gbv-courts-by-nov-4
1240,https://www.thenews.com.pk/print/716494-government-considering-death-penalty-for-rape-offenders
1241,https://www.thenews.com.pk/latest/143148-Honour-killing-Husband-slits-wifes-throatutm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+com%2FYEor+
1242,https://www.thenews.com.pk/print/754564-italian-police-break-up-human-trafficking-ring-arrest-19
1243,https://www.dawn.com/news/1346724
1244,https://www.dawn.com/news/1581289/man-held-over-boy-assault-murder
1245,https://www.dawn.com/news/1341294
1246,https://www.dawn.com/trends/nayapakistan/violence-against-women/9
1247,https://www.thenews.com.pk/print/416596-ombudsman-says-influential-people-involved-in-kasur-child-abuse
1248,https://www.thenews.com.pk/print/683613-fia-arrests-man-allegedly-involved-in-child-pornography
1249,https://www.thenews.com.pk/print/708839-fjwu-signs-mou-to-address-violence-against-women
1250,https://www.thenews.com.pk/print/688793-people-are-talking-about
1251,https://www.thenews.com.pk/print/204284-DNA-testing-vital-in-cases-of-gender-based-violence
1252,https://www.dawn.com/news/1588335/outrage-at-forced-marriages-of-underage-girls
1253,https://www.thenews.com.pk/archive/print/451517-wio-flays-chemical-weapon-attack-on-syrians
1254,https://www.thenews.com.pk/print/725887-teenage-girl-who-stole-bikes-under-guise-of-boy-arrested
1255,https://www.thenews.com.pk/tns/detail/607452-heres-why
1256,https://www.thenews.com.pk/print/710322-open-door-policy-makes-police-social-media-accounts-popular
1257,https://www.thenews.com.pk/print/647975-2-846-child-abuse-cases-reported-in-2019
1258,https://www.thenews.com.pk/archive/print/4988-dr-zulfi-completes-wushu-officials-course
1259,https://www.thenews.com.pk/print/715479-chaudhry-shujaat-for-special-courts-to-hear-child-abuse-cases
1260,https://www.dawn.com/news/1471573
1261,https://www.thenews.com.pk/print/725495-indian-woman-travels-over-800-km-to-file-rape-case-in-nagpur
1262,https://www.thenews.com.pk/latest/723026-elton-john-receives-flak-for-allegedly-breaking-mask-rules-on-italian-island
1263,https://www.thenews.com.pk/latest/377867
1264,https://www.thenews.com.pk/latest/405828-gully-boy-to-be-premiered-at-berlin-international-film-festival
1265,https://www.thenews.com.pk/print/155933-UN-hails-legislation-against-honour-killing-rape
1266,https://www.dawn.com/news/1349840
1267,https://www.thenews.com.pk/print/624431-boy-killed-by-friend
1268,https://www.thenews.com.pk/tns/detail/568581-lessons-safety
1269,https://www.thenews.com.pk/tns/detail/562620-understanding-honour-killing-2
1270,https://www.dawn.com/news/1475494
1271,https://www.thenews.com.pk/print/750738-australia-advocates-gender-sensitive-media-reporting
1272,https://www.dawn.com/news/1363313
1273,https://www.dawn.com/news/1458305
1274,https://www.thenews.com.pk/latest/308156-armeena-khan-says-she-faced-sexual-harassment-at-lahores-anarkali
1275,http://www.dawn.com/news/1441520/establish-gender-based-violence-courts
1276,https://www.thenews.com.pk/magazine/you/252524-when-you-empower-women-you-empower-the-country-grace-w-shelton
1277,https://www.thenews.com.pk/print/600300-women-rights-issue-echoes-in-senate
1278,https://www.dawn.com/news/1198471
1279,https://www.thenews.com.pk/print/579149-women-and-tradition
1280,https://www.dawn.com/news/882862/high-achiever-the-wonder-boy
1281,https://www.thenews.com.pk/print/715074-tragic-incident-of-gang-rape-senate-body-asks-30-questions-from-officials
1282,https://www.dawn.com/news/1403802
1283,https://www.thenews.com.pk/archive/print/246734-implementation-of-anti-sexual-harassment-law
1284,https://www.thenews.com.pk/print/576279-several-officials-transferred-as-major-reshuffle-continues-in-sindh-police
1285,https://www.dawn.com/news/1331568
1286,https://www.dawn.com/news/1522598
1287,https://www.dawn.com/news/1587821
1288,https://www.thenews.com.pk/print/419727-government-urged-to-pass-law-on-child-marriages
1289,https://www.dawn.com/news/1365022/the-tube
1290,https://www.thenews.com.pk/latest/742313-girl-allegedly-raped-by-men-who-promised-to-get-her-a-job
1291,https://www.dawn.com/news/1233168
1292,https://www.dawn.com/news/1504979
1293,https://www.dawn.com/news/1288177
1294,https://www.thenews.com.pk/print/101537-The-dishonour-of-compromise
1295,https://www.dawn.com/news/1425813
1296,https://www.thenews.com.pk/print/698373-child-abuse-cases-soar-in-n-ireland
1297,https://www.thenews.com.pk/print/350668-china-says-won-t-accept-us-trade-blackmail
1298,https://www.thenews.com.pk/print/713693-motorway-rape-case-geo-fencing-of-villages-near-crime-spot-completed
1299,https://www.thenews.com.pk/print/321045-nadeem-scores-century-to-help-tapal-cc-record-big-win
1300,https://www.thenews.com.pk/latest/723414-priyanka-chopra-shocked-over-balrampur-gang-rape-incident-we-failed-our-women
1301,https://www.dawn.com/news/709369/leonard-cohen-accuses-ex-manager-in-court
1302,https://www.thenews.com.pk/print/630724-cj-asks-if-nab-wants-to-blackmail-ihc
1303,https://www.thenews.com.pk/latest/377424-tax-driver-gunned-down-over-honor-in-karachi
1304,https://www.thenews.com.pk/print/300638-chinese-engineers-scuffle-with-police-in-kabirwala
1305,https://www.dawn.com/news/1526248/karachi-mayor-apologises-to-family-of-boy-his-son-assaulted
1306,https://www.thenews.com.pk/print/714118-slovenia-woman-jailed
1307,https://www.dawn.com/news/1541742
1308,https://www.thenews.com.pk/print/645369-compilation-of-data-on-impact-of-coronavirus-on-women-stressed
1309,https://www.thenews.com.pk/print/527294-boy-dies-five-injured-in-accident
1310,https://www.thenews.com.pk/print/475871-countering-child-abuse
1311,https://www.thenews.com.pk/print/78315-fbr-urged-to-stop-harrassing-businessmen
1312,https://www.thenews.com.pk/print/650889-boy-dies-due-to-negligence-of-rhc-faiz-gunj-doctors
1313,https://www.thenews.com.pk/print/15180-death-sentence-in-honour-killing-case
1314,https://www.thenews.com.pk/tns/detail/561950-compromised-law-2
1315,https://www.dawn.com/news/1445460
1316,https://www.dawn.com/news/1574119
1317,https://www.dawn.com/news/1470609
1318,https://www.thenews.com.pk/latest/102066-Bilawal-urges-govt-to-pass-law-against-honour-killing
1319,https://www.thenews.com.pk/print/619943-boy-hit-to-death-by-bus
1320,https://www.thenews.com.pk/print/698050-boy-held-for-displaying-rifle-on-social-media
1321,https://www.dawn.com/news/1584688
1322,https://www.thenews.com.pk/print/712752-teenage-girl-shot-dead-in-haripur
1323,https://www.dawn.com/news/1318161
1324,https://www.dawn.com/news/1532136/dubai-consulate-seeks-action-against-companies-allegedly-involved-in-human-trafficking
1325,https://www.dawn.com/news/741811/honour-killing-in-the-uk
1326,https://www.dawn.com/news/1580060
1327,https://www.thenews.com.pk/print/750526-five-year-old-girl-dies-after-falling-into-manhole
1328,https://www.dawn.com/news/1409636
1329,https://www.thenews.com.pk/print/482311-honour-killing-takes-woman-s-life
1330,https://www.dawn.com/news/1365929
1331,https://www.dawn.com/news/1393131
1332,https://www.thenews.com.pk/latest/738031-15-faisalabad-men-who-allegedly-raped-sisters-are-still-not-behind-bars
1333,https://www.thenews.com.pk/print/129498-Four-of-a-family-held-for-honour-killing
1334,https://www.dawn.com/news/1584102
1335,https://www.dawn.com/news/1329292
1336,https://www.dawn.com/news/1590201/main-suspect-in-kashmore-mother-daughter-gang-rape-killed-by-accomplice-during-encounter-police
1337,https://www.thenews.com.pk/latest/733218-7-year-old-boy-allegedly-rapes-girl-in-india
1338,https://www.thenews.com.pk/latest/714737-suspect-in-motorway-gang-rape-case-confesses-to-crime-main-suspect-remains-at-large
1339,https://www.dawn.com/news/1532670/infant-boy-kidnapped-in-park-recovered
1340,https://www.thenews.com.pk/print/719130-powerless-in-karachi
1341,https://www.dawn.com/news/1100412
1342,https://www.dawn.com/news/1531370
1343,https://www.dawn.com/news/1533010
1344,https://www.dawn.com/news/1582241/five-year-old-boy-assaulted-in-nowshera
1345,https://www.thenews.com.pk/print/661278-4-accused-arrested-in-waziristan-honour-killing-case
1346,https://www.thenews.com.pk/print/714186-startling-rape-statistics-in-india-and-worldwide
1347,https://www.dawn.com/news/1532613
1348,https://www.dawn.com/news/1578229
1349,https://www.thenews.com.pk/latest/728880-woman-gang-raped-thrown-into-canal-with-5-year-old-child-in-india
1350,https://www.thenews.com.pk/print/495122-girl-falls-prey-to-honour-killing-in-swabi
1351,https://www.dawn.com/news/1583363/kidnappers-gang-busted-in-malir-boy-recovered
1352,https://www.dawn.com/news/1458301
1353,https://www.dawn.com/news/1429344
1354,https://www.dawn.com/news/1306195
1355,https://www.dawn.com/news/1583536/forced-marriage
1356,https://www.thenews.com.pk/latest/747956-netflixs-a-suitable-boy-slapped-with-fir-for-questionable-scene
1357,https://www.thenews.com.pk/latest/753697-girl-like-me-shakira-takes-internet-by-storm-with-new-music-video
1358,https://www.thenews.com.pk/latest/422610-man-arrested-for-luring-women-into-making-videos-blackmail-fia
1359,https://www.thenews.com.pk/print/230885-10000-rape-cases-reportedin-three-and-a-half-years
1360,https://www.dawn.com/news/1305246
1361,https://www.thenews.com.pk/print/379309-can-married-women-be-allowed-to-live-with-strangers-asks-shc
1362,https://www.thenews.com.pk/latest/529471-1300-cases-of-child-sexual-abuse-reported-in-pakistan-study
1363,https://www.dawn.com/news/1427943
1364,https://www.thenews.com.pk/print/723181-indian-low-caste-woman-dies-after-gang-rape
1365,https://www.dawn.com/news/817876/poverty-in-s-africa-three-cows-and-a-forced-marriage
1366,https://www.dawn.com/news/1583209
1367,https://www.dawn.com/news/1510727
1368,https://www.thenews.com.pk/print/723951-girl-gang-raped-in-lahore-hotel
1369,https://www.dawn.com/news/1585956
1370,https://www.dawn.com/news/1471932
1371,https://www.thenews.com.pk/print/752698-rule-of-law-as-blackmail
1372,https://www.thenews.com.pk/tns/detail/567212-legacy-child-abuse
1373,https://www.thenews.com.pk/print/319185-if-kin-pardons-in-honour-killing-state-to-be-party-in-punjab
1374,https://www.dawn.com/news/1494001
1375,https://www.dawn.com/news/1383093
1376,https://www.dawn.com/news/1584048
1377,https://www.thenews.com.pk/print/494598-pti-on-the-move-to-save-itself-from-blackmailing-of-allies
1378,https://www.thenews.com.pk/print/71494-french-footballer-benzema-held-over-sex-tape-blackmail
1379,https://www.thenews.com.pk/Todays-News-13-26253-Indian-shelling-intensified-on-working-boundary
1380,https://www.thenews.com.pk/print/746150-scsw-shirkat-gah-present-policy-document-on-impact-of-covid-19-on-women
1381,https://www.dawn.com/news/1586186
1382,https://www.thenews.com.pk/print/147273-Honour-killing
1383,https://www.dawn.com/news/1272833
1384,https://www.dawn.com/news/1365866/court-to-deal-with-gender-based-violence-cases-opens-in-lahore
1385,https://www.thenews.com.pk/latest/756943-sharmeen-obaids-documentary-on-qandeel-baloch-gears-up-for-doc-nyc-release
1386,https://www.dawn.com/news/1580957
1387,https://www.thenews.com.pk/print/632081-fia-arrests-man-allegedly-involved-in-harassing-girl-online
1388,https://www.dawn.com/news/1550828
1389,https://www.thenews.com.pk/latest/673981-authorities-apprehend-tiger-force-member-for-allegedly-taking-money-from-shop-owners
1390,https://www.thenews.com.pk/print/81063-Seminar-calls-for-end-to-gender-based-violence
1391,https://www.dawn.com/news/1511250/call-to-build-consensus-on-multi-sectoral-response-to-gender-based-violence
1392,https://www.dawn.com/news/1555332
1393,https://www.dawn.com/news/1560535/punjab-slashes-rs3bn-from-police-budget
1394,https://www.dawn.com/news/1405848
1395,https://www.thenews.com.pk/tns/detail/678152-locked-down-and-vulnerable
1396,https://www.thenews.com.pk/print/712822-no-grouping-in-punjab-police-igp
1397,https://www.thenews.com.pk/print/725598-teenage-girl-who-stole-motorbikes-in-guise-of-boy-held
1398,https://www.thenews.com.pk/print/743136-only-0-3pc-rape-suspects-convicted-in-past-six-years
1399,https://www.dawn.com/news/1553571/teenager-arrested-for-assaulting-minor-boy
1400,https://www.thenews.com.pk/print/361323-man-arrested-for-blackmailing-women-through-videos
1401,https://www.dawn.com/news/1367673
1402,https://www.thenews.com.pk/latest/396837-shahbaz-shairf-accuses-nab-of-blackmail
1403,https://www.dawn.com/news/1295545/dna-evidence-is-most-important-clause-in-anti-rape-bill
1404,https://www.thenews.com.pk/print/690042-boy-girl-killed-in-kaghan-valley
1405,https://www.thenews.com.pk/print/291417-inefficiency-corruption-smears-police-department
1406,https://www.thenews.com.pk/print/461628-women-in-the-front
1407,https://www.thenews.com.pk/print/351790-pm-pays-rich-tribute-to-paf
1408,http://www.dawn.com/news/475743
1409,https://www.thenews.com.pk/print/627422-jhang-lcwu-campus-shifted-to-new-building
1410,https://www.dawn.com/news/376417/senate-passes-honour-killing-bill
1411,https://www.thenews.com.pk/print/719246-sharp-increase-in-rape-cases-across-punjab-in-september
1412,https://www.thenews.com.pk/print/520419-stop-child-abuse-conference-meaningful-interactions-between-parents-kids-needed
1413,https://www.dawn.com/news/1228986
1414,https://www.thenews.com.pk/latest/677629-man-murders-mother-sister-in-honour-killing-in-sargodha
1415,https://www.thenews.com.pk/magazine/instep-today/98757-PM-Nawaz-Sharif-meets-Sharmeen-Obaid-Chinoy
1416,https://www.thenews.com.pk/print/746316-youth-allegedly-kills-friend-in-nowshera
1417,https://www.thenews.com.pk/print/649370-cop-held-for-allegedly-raping-woman-in-jamshed-quarters
1418,https://www.thenews.com.pk/print/674504-what-hampered-implementation-of-police-order-2002
1419,https://www.thenews.com.pk/print/361568-journalists-trained-in-gender-sensitive-reporting
1420,https://www.dawn.com/news/1552217/teenage-boy-commits-suicide
1421,https://www.thenews.com.pk/print/569990-ulema-committees-to-curb-honour-killings-in-torghar
1422,https://www.thenews.com.pk/tns/detail/565884-%C2%ADfrom-russia-love
1423,https://www.dawn.com/news/1516301/indictment-fixed-in-kidnap-rape-forced-marriage-case
1424,https://images.dawn.com/news/1185607
1425,https://www.dawn.com/news/1338445
1426,https://www.thenews.com.pk/print/732951-centre-sindh-face-off-on-police-islands
1427,https://www.thenews.com.pk/latest/442673-un-mourns-after-21-staff-killed-in-ethiopia-plane-crash
1428,https://www.thenews.com.pk/print/658396-five-policemen-including-sho-and-sio-arrested-for-corruption
1429,https://www.thenews.com.pk/latest/619668-metoo-movement-front-and-centre-at-berlin-film-fest
1430,https://www.thenews.com.pk/archive/print/459467-man-behind-bars-for-raping-woman-blackmail
1431,https://www.thenews.com.pk/print/682803-minor-girl-murdered-after-being-abducted
1432,https://www.dawn.com/news/1307189
1433,https://www.dawn.com/news/1581212
1434,https://www.thenews.com.pk/archive/print/4190-mumtaz-bhutto-accused-of-blackmail
1435,https://www.dawn.com/news/368892/peshawar-woman-escapes-forced-marriage
1436,https://www.thenews.com.pk/latest/295587-bollywood-actress-urmila-ends-10-years-hiatus-with-film-blackmail
1437,https://www.dawn.com/news/1160125
1438,https://www.thenews.com.pk/latest/721031-19-days-on-motorway-gang-rape-key-suspect-abid-ali-still-in-the-wind
1439,https://www.thenews.com.pk/print/428760-punjab-minister-for-eliminating-gender-based-domestic-violence
1440,https://www.thenews.com.pk/print/712805-two-robbers-gang-rape-mother-of-two-on-motorway
1441,http://www.dawn.com/news/1061730/proper-medical-facilities-for-women-stressed
1442,https://www.thenews.com.pk/print/139981-Draft-bill-against-honour-killings-prepared
1443,https://www.dawn.com/news/1318880/violence-against-women
1444,https://www.dawn.com/news/776469/india-gang-rape-victims-friend-recounts-attack
1445,https://www.thenews.com.pk/print/713242-senate-s-hr-body-takes-notice-of-woman-s-gang-rape-on-motorway
1446,https://www.dawn.com/news/1533088
1447,https://www.thenews.com.pk/print/717073-man-held-for-raping-blackmailing-woman
1448,https://www.thenews.com.pk/tns/detail/554646-slaves-inaction
1449,https://www.dawn.com/news/1396119/rape-murder-of-minor-boy-police-trace-suspects-in-12-hours
1450,https://www.thenews.com.pk/magazine/instep-today/204775-Qandeel-Baloch-was-a-troubled-individual
1451,https://www.thenews.com.pk/print/716031-all-that-glitters-is-not-gold-amnesty-international-s-alarming-report-about-rape-cases-in-ideal-nordic-countries
1452,https://www.dawn.com/news/1526114/teenage-boy-sexually-assaulted
1453,https://www.thenews.com.pk/print/140704-Protecting-women-from-crimes-of-honour
1454,https://www.thenews.com.pk/latest/728851-main-suspect-in-lahore-motorway-gang-rape-case-sent-on-14-day-judicial-remand
1455,https://www.dawn.com/news/1563951/boy-drowns-in-sukkur-canal
1456,https://www.thenews.com.pk/print/199631-Pakistans-study-on-gender-based-violence-wins-WB-funding
1457,https://www.thenews.com.pk/Todays-News-13-411-Yasir-Hameed-accuses-NOTW-of-blackmail
1458,https://www.thenews.com.pk/latest/740868-islamabad-bank-harassment-faysal-bank-usman-gohar-manager-employee-caught-groping-woman-on-video-arrested
1459,https://www.dawn.com/news/1591257/australian-special-forces-allegedly-killed-39-unarmed-afghans-report
1460,https://www.dawn.com/news/1561843
1461,https://www.thenews.com.pk/print/473175-three-pindi-policemen-gang-rape-girl
1462,https://www.thenews.com.pk/latest/581479-brittany-matthews-patrick-mahomes-girlfriend-accuses-patriots-fans-of-harassing-her
1463,https://www.dawn.com/news/1582490
1464,https://www.dawn.com/news/1582641
1465,https://www.thenews.com.pk/print/714109-liberia-declares-rape-a-national-emergency
1466,https://www.dawn.com/news/1515154/fo-rejects-allegation-by-kabul-of-envoys-mistreatment
1467,https://www.thenews.com.pk/latest/685751-world-leaders-unite-at-uks-remembering-srebrenica-memorial-day
1468,https://www.dawn.com/news/1537001/body-of-boy-found
1469,https://www.dawn.com/news/1579295/pml-n-leader-moves-lhc-seeking-removal-of-allegedly-corrupt-lahore-ccpo
1470,https://www.thenews.com.pk/latest/714258-lahore-motorway-gang-rape-one-of-two-suspects-surrenders-other-still-at-large
1471,https://www.dawn.com/news/1248816
1472,https://www.dawn.com/news/1578937
1473,https://www.dawn.com/news/1586089
1474,https://www.thenews.com.pk/latest/737029-teenager-allegedly-subjects-five-year-old-girl-to-sexual-assault-in-india
1475,https://www.dawn.com/news/285940/peshawar-court-takes-suo-motu-notice-of-forced-marriage
1476,https://www.dawn.com/news/1461710
1477,https://www.dawn.com/news/1371111/blf-commander-allegedly-involved-in-killing-of-15-near-turbat-killed-ispr
1478,https://www.dawn.com/news/1386425
1479,http://www.dawn.com/news/1199864
1480,https://www.dawn.com/news/1561199
1481,https://www.dawn.com/news/1298436
1482,https://www.dawn.com/news/1365141
1483,https://www.dawn.com/news/1552284/six-swat-women-killed-for-honour-in-a-month
1484,https://www.thenews.com.pk/print/714065-molestation-on-motorway-culprits-clues-confirmed-evading-arrest-for-now
1485,https://www.thenews.com.pk/archive/print/545504-three-killed-in-honour-killing-incidents
1486,https://www.dawn.com/news/1243079
1487,https://www.dawn.com/news/1319429
1488,https://www.thenews.com.pk/print/607244-man-allegedly-commits-suicide
1489,https://www.thenews.com.pk/print/727114-man-held-for-throwing-girl-out-of-vehicle
1490,https://www.thenews.com.pk/print/497073-senate-body-chief-takes-notice-of-child-abuse-incident
1491,https://www.thenews.com.pk/print/547549-blackmailing-for-nro-won-t-work-pm-on-azadi-march
1492,https://www.thenews.com.pk/print/91005-campaign-against-new-forced-marriage-law-gathers-momentum-in-uk
1493,https://www.thenews.com.pk/print/713235-motorway-rape-incident-public-fury-at-lahore-ccpo-remarks
1494,https://www.dawn.com/news/1566171
1495,https://www.thenews.com.pk/print/751207-rape-laws
1496,https://www.thenews.com.pk/print/613978-child-protection
1497,https://www.dawn.com/news/1507552
1498,https://www.dawn.com/news/1557600
1499,https://www.dawn.com/news/715412/us-in-talks-with-blind-china-activist-after-plea-for-help
1500,https://www.thenews.com.pk/print/712076-morocco-faces-senegal-and-dr-congo-in-october-friendly-matches
1501,https://www.dawn.com/news/1373384/fir-registered-in-honour-killing-of-karachi-couple
1502,https://www.dawn.com/news/1514078/police-working-to-address-gender-based-violence
1503,http://www.dawn.com/news/1030702
1504,https://www.dawn.com/news/1567689
1505,https://www.thenews.com.pk/latest/698336-locals-shave-head-blacken-face-of-man-who-allegedly-travelled-to-meet-woman-in-chunian
1506,https://www.thenews.com.pk/latest/366578-one-more-killed-over-honour-in-karachi
1507,https://www.thenews.com.pk/latest/170425-Cab-hailing-company-Careem-launches-women-drivers-Pakistan
1508,https://www.thenews.com.pk/tns/detail/567567-resolve-pashtun-women
1509,https://www.thenews.com.pk/print/248080-indian-army-colonel-allegedly-rapes-daughter-of-lieutenant-colonel-arrested
1510,https://www.dawn.com/news/1439810
1511,https://www.thenews.com.pk/print/753045-mentally-challenged-girl-raped-in-gujranwala
1512,https://www.thenews.com.pk/latest/218096-Sajid-Bahadur-Kalsoom-murdered-for-honour-in-Karachi-Police
1513,http://www.dawn.com/news/796504
1514,https://www.thenews.com.pk/print/167566-Changing-religion-before-attaining-age-of-18-years-banned
1515,https://www.thenews.com.pk/print/654750-afghan-soldier-stabs-sister-in-honour-killing
1516,https://www.dawn.com/news/1518737/gender-in-south-asia
1517,https://www.thenews.com.pk/print/660262-boy-found-strangled
1518,https://www.thenews.com.pk/print/750241-rape-laws
1519,https://www.dawn.com/news/1154059
1520,https://www.dawn.com/news/1512271
1521,https://www.thenews.com.pk/print/239322-Review-honour-unmasked
1522,https://www.dawn.com/news/427075/child-abuse-cases-on-the-rise-in-pakistan-report
1523,https://www.thenews.com.pk/print/719296-apc-cannot-blackmail-imran-khan-kp-cm-mahmood-khan
1524,https://www.thenews.com.pk/print/685247-protesters-slam-cases-detention-mir-shakil-ur-rahman-paying-price-for-free-journalism
1525,https://www.thenews.com.pk/print/670109-mourners-gather-to-honour-george-floyd-push-to-reform-us-police-intensifies
1526,https://www.thenews.com.pk/latest/128886-Husband-murdered-Pakistan-honour-killing
1527,https://www.thenews.com.pk/print/714655-motorway-rape-suspect-surrenders-to-lahore-police
1528,https://www.thenews.com.pk/tns/detail/739877-pakistans-minorities
1529,https://www.thenews.com.pk/print/708949-girl-commits-suicide-over-domestic-issue
1530,https://www.dawn.com/news/1584134
1531,https://www.dawn.com/news/1389385
1532,https://www.dawn.com/news/1298168/female-beautician-allegedly-raped-in-sialkot-health-in-critical-condition
1533,https://www.dawn.com/news/1403733
1534,https://www.thenews.com.pk/print/714325-one-motorway-gang-rape-suspect-surrenders
1535,https://www.thenews.com.pk/print/222842-Naked-honour
1536,http://beta.dawn.com/news/1020541/two-girls-mother-killed-over-family-video
1537,https://www.dawn.com/news/1589841
1538,https://www.thenews.com.pk/print/571955-ihc-cj-expresses-concern-over-increasing-child-abuse-cases
1539,https://www.dawn.com/news/1191470
1540,https://www.thenews.com.pk/latest/387440-shoaib-malik-sania-mirza-welcome-baby-boy
1541,https://www.dawn.com/news/1521615
1542,https://www.dawn.com/news/1588524/forced-conversion
1543,https://www.dawn.com/news/1438072
1544,https://www.thenews.com.pk/print/592261-capital-records-159-increase-in-child-abuse-cases-in-2019
1545,https://www.thenews.com.pk/print/679862-timely-intel-alert-and-police-preparedness-foiled-psx-attack
1546,https://www.thenews.com.pk/print/657429-call-to-combat-domestic-violence-during-covid-19-pandemic
1547,https://www.thenews.com.pk/print/735403-gcu-student-gang-raped-filmed
1548,https://www.dawn.com/news/1539162/boy-recovered-alive-from-building-debris
1549,https://www.thenews.com.pk/latest/193926-Women-only-pink-taxis-set-to-hit-Karachi-streets-by-tomorrow
1550,https://www.thenews.com.pk/tns/detail/603489-a-thriving-thaana-culture
1551,https://www.thenews.com.pk/print/696177-police-martyrs-day-observed
1552,https://www.dawn.com/news/1578810
